,method,dataset,missing_schema,accuracy,balanced_accuracy,f1_score,roc_auc,missing_rate,fold,n_neighbors
161,Naive,Employee,MAR2,0.9857764876632801,0.5,0.992837304487648,0.7008034662628302,0.3,2,
162,KNN_hard,Employee,MAR2,0.9857764876632801,0.5,0.992837304487648,0.6918583687892118,0.3,2,5.0
163,KNN_proba,Employee,MAR2,0.9857764876632801,0.5,0.992837304487648,0.6981592990553112,0.3,2,5.0
164,EM,Employee,MAR2,0.9857764876632801,0.5,0.992837304487648,0.6967155236652964,0.3,2,
165,Oracle,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6810945562234032,0.3,3,
166,Naive,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6578730910935299,0.3,3,
167,KNN_hard,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.642628612736108,0.3,3,5.0
168,KNN_proba,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6504925562501767,0.3,3,5.0
169,EM,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6596594720582352,0.3,3,
170,Oracle,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.7003714066002388,0.3,4,
171,Naive,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6884319561392158,0.3,4,
172,KNN_hard,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6776675606008548,0.3,4,5.0
173,KNN_proba,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6840708662237156,0.3,4,5.0
174,EM,Employee,MAR2,0.9856313497822932,0.5,0.9927636868649953,0.6862618230605272,0.3,4,
175,Oracle,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6637636672972362,0.3,0,
176,Naive,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6551929780728367,0.3,0,
177,KNN_hard,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6343529523741538,0.3,0,5.0
178,KNN_proba,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6437445717481052,0.3,0,5.0
179,EM,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6521323363196154,0.3,0,
180,Oracle,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6833871696945901,0.3,1,
181,Naive,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6791903130242353,0.3,1,
182,KNN_hard,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.664914754137369,0.3,1,5.0
183,KNN_proba,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6749741228539814,0.3,1,5.0
184,EM,Employee,MNAR,0.9856334349151067,0.5,0.9927647445735585,0.6756626928888413,0.3,1,
185,Oracle,Employee,MNAR,0.9857764876632801,0.5,0.992837304487648,0.7017229153145357,0.3,2,
186,Naive,Employee,MNAR,0.9857764876632801,0.5,0.992837304487648,0.7046314992428067,0.3,2,
187,KNN_hard,Employee,MNAR,0.9857764876632801,0.5,0.992837304487648,0.701078399557703,0.3,2,5.0
188,KNN_proba,Employee,MNAR,0.9857764876632801,0.5,0.992837304487648,0.7044437032763635,0.3,2,5.0
189,EM,Employee,MNAR,0.9857764876632801,0.5,0.992837304487648,0.7009206509458907,0.3,2,
190,Oracle,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6810945562234032,0.3,3,
191,Naive,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6609371583602184,0.3,3,
192,KNN_hard,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6531936951610048,0.3,3,5.0
193,KNN_proba,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6648921849923175,0.3,3,5.0
194,EM,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6641648408693026,0.3,3,
195,Oracle,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.7003714066002388,0.3,4,
196,Naive,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6954049402878736,0.3,4,
197,KNN_hard,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6808327718355696,0.3,4,5.0
198,KNN_proba,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6957812553453844,0.3,4,5.0
199,EM,Employee,MNAR,0.9856313497822932,0.5,0.9927636868649953,0.6940781694131717,0.3,4,
200,Oracle,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6637636672972362,0.5,0,
201,Naive,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6702597232632568,0.5,0,
202,KNN_hard,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6064859430583811,0.5,0,5.0
203,KNN_proba,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6243233275035396,0.5,0,5.0
204,EM,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6064859430583811,0.5,0,
205,Oracle,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6833871696945901,0.5,1,
206,Naive,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6326947329597506,0.5,1,
207,KNN_hard,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6204833969851637,0.5,1,5.0
208,KNN_proba,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6032081712293726,0.5,1,5.0
209,EM,Employee,MCAR,0.9856334349151067,0.5,0.9927647445735585,0.6183819942653865,0.5,1,
210,Oracle,Employee,MCAR,0.9857764876632801,0.5,0.992837304487648,0.7017229153145357,0.5,2,
211,Naive,Employee,MCAR,0.9857764876632801,0.5,0.992837304487648,0.6972203192230957,0.5,2,
