,method,dataset,missing_schema,accuracy,balanced_accuracy,f1_score,roc_auc,missing_rate,fold,n_neighbors
193,KNN_proba,Electricity,MNAR,0.7538071065989848,0.7299788581507274,0.6636514397708427,0.8191714179543972,0.3,3,5.0
194,EM,Electricity,MNAR,0.7571176340763628,0.7354122361536837,0.6740707833555457,0.8202448845721823,0.3,3,
195,Oracle,Electricity,MNAR,0.7594350033105275,0.7391644595619453,0.6810067310506293,0.8245460284451706,0.3,4,
196,Naive,Electricity,MNAR,0.756786581328625,0.7341358745754745,0.6709465512093162,0.8247127108546186,0.3,4,
197,KNN_hard,Electricity,MNAR,0.7561244758331495,0.7322309398739564,0.6664654391789918,0.8228900706082438,0.3,4,5.0
198,KNN_proba,Electricity,MNAR,0.7548002648421982,0.7302280593188003,0.6627200971463266,0.8225694163199724,0.3,4,5.0
199,EM,Electricity,MNAR,0.7570072831604502,0.734191252612824,0.6707535885167464,0.8246370956587058,0.3,4,
200,Oracle,Electricity,MCAR,0.7511861414542645,0.7297429601959804,0.6672568983325955,0.8159517065557333,0.5,0,
201,Naive,Electricity,MCAR,0.7514068189341278,0.7299687751030033,0.66755201416556,0.816362922403191,0.5,0,
202,KNN_hard,Electricity,MCAR,0.7483173342160433,0.724899986644953,0.6577644411102775,0.8121742215701947,0.5,0,5.0
203,KNN_proba,Electricity,MCAR,0.7479863179962485,0.7237608459923897,0.6548806285886974,0.8123583019556173,0.5,0,5.0
204,EM,Electricity,MCAR,0.751075802714333,0.7294767811546335,0.6666666666666666,0.8161349896249225,0.5,0,
205,Oracle,Electricity,MCAR,0.760785611828313,0.7404344476492127,0.6824838898652607,0.8238037266560757,0.5,1,
206,Naive,Electricity,MCAR,0.7603442568685865,0.7397784557180531,0.6813380281690141,0.8232413695500944,0.5,1,
207,KNN_hard,Electricity,MCAR,0.7606752730883813,0.7385333716709556,0.677376171352075,0.8191682795709642,0.5,1,5.0
208,KNN_proba,Electricity,MCAR,0.7597925631689286,0.7372895085143407,0.6752200507235566,0.8193870432125465,0.5,1,5.0
209,EM,Electricity,MCAR,0.7610062893081762,0.7402855986748604,0.6817513958272113,0.8228618968551854,0.5,1,
210,Oracle,Electricity,MCAR,0.7485102626351798,0.7287520676419548,0.6687018461985754,0.8099925705702368,0.5,2,
211,Naive,Electricity,MCAR,0.7472964025601413,0.7277996999816321,0.66792343387471,0.8103966657536684,0.5,2,
212,KNN_hard,Electricity,MCAR,0.7463032443169278,0.7248911567355469,0.6611643330876934,0.8074771814822024,0.5,2,5.0
213,KNN_proba,Electricity,MCAR,0.7457514897373648,0.7240026407996569,0.6594738397871711,0.8072281049271749,0.5,2,5.0
214,EM,Electricity,MCAR,0.748730964467005,0.728773351550099,0.6684141546526867,0.809956133715779,0.5,2,
215,Oracle,Electricity,MCAR,0.7580004414036636,0.7390431612236104,0.6827715897584261,0.8202844616753825,0.5,3,
216,Naive,Electricity,MCAR,0.757890090487751,0.7387768133004986,0.6822132097334879,0.8201806340860045,0.5,3,
217,KNN_hard,Electricity,MCAR,0.754579563010373,0.7325592703258208,0.669931730483823,0.8173662235343697,0.5,3,5.0
218,KNN_proba,Electricity,MCAR,0.7542485102626352,0.7319988854609225,0.6688475836431227,0.8173679681170047,0.5,3,5.0
219,EM,Electricity,MCAR,0.757890090487751,0.738469966137651,0.6813825152483299,0.820067535286053,0.5,3,
220,Oracle,Electricity,MCAR,0.7594350033105275,0.7391644595619453,0.6810067310506293,0.8245460284451706,0.5,4,
